context,internal,kind,match,path,severity
"\\checkpoints\\model_M11_ShallowMLP_s1_f01_best.pth"""",""""destination_or_note"""":""""C:\\Users\\Saif\\Desktop\\CSE400\\C\\checkpoints\\all_model_weights\\model_M11_ShallowMLP_s1_f01_best.pth""""},{""""status"""":""""COPIED"""",""""source"""":""""C:\\Users\\Saif\\Desktop\\CSE400\\C\\che",True,windows_absolute_path,C:\\Users\\Saif\\Desktop\\CSE400\\C\\checkpoints\\all_model_weights\\model_M11_ShallowMLP_s1_f01_best.pth,results/audit/cell02_csv_schemas.csv,ALLOW_INTERNAL_REVIEW
"ts\\model_M11_ShallowMLP_s1_f01_best.pth""""},{""""status"""":""""COPIED"""",""""source"""":""""C:\\Users\\Saif\\Desktop\\CSE400\\C\\checkpoints\\model_M11_ShallowMLP_s1_f02_best.pth"""",""""destination_or_note"""":""""C:\\Users\\Saif\\Desktop\\CSE400\\C\\checkpoints\\a",True,windows_absolute_path,C:\\Users\\Saif\\Desktop\\CSE400\\C\\checkpoints\\model_M11_ShallowMLP_s1_f02_best.pth,results/audit/cell02_csv_schemas.csv,ALLOW_INTERNAL_REVIEW
"\\checkpoints\\model_M11_ShallowMLP_s1_f02_best.pth"""",""""destination_or_note"""":""""C:\\Users\\Saif\\Desktop\\CSE400\\C\\checkpoints\\all_model_weights\\model_M11_ShallowMLP_s1_f02_best.pth""""},{""""status"""":""""COPIED"""",""""source"""":""""C:\\Users\\Saif\\Desktop\\CSE400\\C\\che",True,windows_absolute_path,C:\\Users\\Saif\\Desktop\\CSE400\\C\\checkpoints\\all_model_weights\\model_M11_ShallowMLP_s1_f02_best.pth,results/audit/cell02_csv_schemas.csv,ALLOW_INTERNAL_REVIEW
"ts\\model_M11_ShallowMLP_s1_f02_best.pth""""},{""""status"""":""""COPIED"""",""""source"""":""""C:\\Users\\Saif\\Desktop\\CSE400\\C\\checkpoints\\model_M11_ShallowMLP_s1_f03_best.pth"""",""""destination_or_note"""":""""C:\\Users\\Saif\\Desktop\\CSE400\\C\\checkpoints\\a",True,windows_absolute_path,C:\\Users\\Saif\\Desktop\\CSE400\\C\\checkpoints\\model_M11_ShallowMLP_s1_f03_best.pth,results/audit/cell02_csv_schemas.csv,ALLOW_INTERNAL_REVIEW
"\\checkpoints\\model_M11_ShallowMLP_s1_f03_best.pth"""",""""destination_or_note"""":""""C:\\Users\\Saif\\Desktop\\CSE400\\C\\checkpoints\\all_model_weights\\model_M11_ShallowMLP_s1_f03_best.pth""""},{""""status"""":""""COPIED"""",""""source"""":""""C:\\Users\\Saif\\Desktop\\CSE400\\C\\che",True,windows_absolute_path,C:\\Users\\Saif\\Desktop\\CSE400\\C\\checkpoints\\all_model_weights\\model_M11_ShallowMLP_s1_f03_best.pth,results/audit/cell02_csv_schemas.csv,ALLOW_INTERNAL_REVIEW
"ts\\model_M11_ShallowMLP_s1_f03_best.pth""""},{""""status"""":""""COPIED"""",""""source"""":""""C:\\Users\\Saif\\Desktop\\CSE400\\C\\checkpoints\\model_M11_ShallowMLP_s1_f04_best.pth"""",""""destination_or_note"""":""""C:\\Users\\Saif\\Desktop\\CSE400\\C\\checkpoints\\a",True,windows_absolute_path,C:\\Users\\Saif\\Desktop\\CSE400\\C\\checkpoints\\model_M11_ShallowMLP_s1_f04_best.pth,results/audit/cell02_csv_schemas.csv,ALLOW_INTERNAL_REVIEW
"\\checkpoints\\model_M11_ShallowMLP_s1_f04_best.pth"""",""""destination_or_note"""":""""C:\\Users\\Saif\\Desktop\\CSE400\\C\\checkpoints\\all_model_weights\\model_M11_ShallowMLP_s1_f04_best.pth""""},{""""statu"",ok,,REVIEW C\results\deep_models\all_dl.csv,80.38 KB,900,8,""model,",True,windows_absolute_path,C:\\Users\\Saif\\Desktop\\CSE400\\C\\checkpoints\\all_model_weights\\model_M11_ShallowMLP_s1_f04_best.pth,results/audit/cell02_csv_schemas.csv,ALLOW_INTERNAL_REVIEW
"d""""},{""""timestamp"""":""""18:19:36"""",""""level"""":""""INFO"""",""""message"""":""""Project root: C:\\Users\\Saif\\Desktop\\CSE400\\C""""},{""""timestamp"""":""""18:19:37"""",""""level"""":""""INFO"""",""""message"""":""""Checking source",True,windows_absolute_path,C:\\Users\\Saif\\Desktop\\CSE400\\C,results/audit/cell02_csv_schemas.csv,ALLOW_INTERNAL_REVIEW
"{   ""project_root"": ""C:\\Users\\Saif\\Desktop\\CSE400"",   ""timestamp"": ""2026-05-17_23-29-58"",   ""num_inventory_files"": 14316,   ""npy_",True,windows_absolute_path,C:\\Users\\Saif\\Desktop\\CSE400,results/audit/cell02_deep_audit_summary.json,ALLOW_INTERNAL_REVIEW
": ""38.12 MB"",     ""KEEP"": ""32.17 KB""   },   ""outputs"": {     ""npy_shapes_csv"": ""C:\\Users\\Saif\\Desktop\\CSE400\\_repo_audit_cell02\\cell02_npy_npz_shapes.csv"",     ""csv_schemas_csv"": ""C:\\Users\\Saif\\Desktop\\CSE400\\_repo_audit_cell02\",True,windows_absolute_path,C:\\Users\\Saif\\Desktop\\CSE400\\_repo_audit_cell02\\cell02_npy_npz_shapes.csv,results/audit/cell02_deep_audit_summary.json,ALLOW_INTERNAL_REVIEW
"CSE400\\_repo_audit_cell02\\cell02_npy_npz_shapes.csv"",     ""csv_schemas_csv"": ""C:\\Users\\Saif\\Desktop\\CSE400\\_repo_audit_cell02\\cell02_csv_schemas.csv"",     ""json_schemas_csv"": ""C:\\Users\\Saif\\Desktop\\CSE400\\_repo_audit_cell02",True,windows_absolute_path,C:\\Users\\Saif\\Desktop\\CSE400\\_repo_audit_cell02\\cell02_csv_schemas.csv,results/audit/cell02_deep_audit_summary.json,ALLOW_INTERNAL_REVIEW
"\\CSE400\\_repo_audit_cell02\\cell02_csv_schemas.csv"",     ""json_schemas_csv"": ""C:\\Users\\Saif\\Desktop\\CSE400\\_repo_audit_cell02\\cell02_json_schemas.csv"",     ""notebook_analysis_csv"": ""C:\\Users\\Saif\\Desktop\\CSE400\\_repo_audit_c",True,windows_absolute_path,C:\\Users\\Saif\\Desktop\\CSE400\\_repo_audit_cell02\\cell02_json_schemas.csv,results/audit/cell02_deep_audit_summary.json,ALLOW_INTERNAL_REVIEW
"00\\_repo_audit_cell02\\cell02_json_schemas.csv"",     ""notebook_analysis_csv"": ""C:\\Users\\Saif\\Desktop\\CSE400\\_repo_audit_cell02\\cell02_notebook_analysis.csv"",     ""python_analysis_csv"": ""C:\\Users\\Saif\\Desktop\\CSE400\\_repo_audit_cel",True,windows_absolute_path,C:\\Users\\Saif\\Desktop\\CSE400\\_repo_audit_cell02\\cell02_notebook_analysis.csv,results/audit/cell02_deep_audit_summary.json,ALLOW_INTERNAL_REVIEW
"\_repo_audit_cell02\\cell02_notebook_analysis.csv"",     ""python_analysis_csv"": ""C:\\Users\\Saif\\Desktop\\CSE400\\_repo_audit_cell02\\cell02_python_file_analysis.csv"",     ""duplicate_small_files_csv"": ""C:\\Users\\Saif\\Desktop\\CSE400\\_repo_aud",True,windows_absolute_path,C:\\Users\\Saif\\Desktop\\CSE400\\_repo_audit_cell02\\cell02_python_file_analysis.csv,results/audit/cell02_deep_audit_summary.json,ALLOW_INTERNAL_REVIEW
"dit_cell02\\cell02_python_file_analysis.csv"",     ""duplicate_small_files_csv"": ""C:\\Users\\Saif\\Desktop\\CSE400\\_repo_audit_cell02\\cell02_duplicate_small_files.csv"",     ""result_tables_preview_md"": ""C:\\Users\\Saif\\Desktop\\CSE400\\_repo_audi",True,windows_absolute_path,C:\\Users\\Saif\\Desktop\\CSE400\\_repo_audit_cell02\\cell02_duplicate_small_files.csv,results/audit/cell02_deep_audit_summary.json,ALLOW_INTERNAL_REVIEW
"dit_cell02\\cell02_duplicate_small_files.csv"",     ""result_tables_preview_md"": ""C:\\Users\\Saif\\Desktop\\CSE400\\_repo_audit_cell02\\cell02_result_tables_preview.md"",     ""candidate_repository_plan_md"": ""C:\\Users\\Saif\\Desktop\\CSE400\\_repo_",True,windows_absolute_path,C:\\Users\\Saif\\Desktop\\CSE400\\_repo_audit_cell02\\cell02_result_tables_preview.md,results/audit/cell02_deep_audit_summary.json,ALLOW_INTERNAL_REVIEW
"_cell02\\cell02_result_tables_preview.md"",     ""candidate_repository_plan_md"": ""C:\\Users\\Saif\\Desktop\\CSE400\\_repo_audit_cell02\\cell02_candidate_repository_plan.md"",     ""deep_audit_report_md"": ""C:\\Users\\Saif\\Desktop\\CSE400\\_repo_audit_ce",True,windows_absolute_path,C:\\Users\\Saif\\Desktop\\CSE400\\_repo_audit_cell02\\cell02_candidate_repository_plan.md,results/audit/cell02_deep_audit_summary.json,ALLOW_INTERNAL_REVIEW
"udit_cell02\\cell02_candidate_repository_plan.md"",     ""deep_audit_report_md"": ""C:\\Users\\Saif\\Desktop\\CSE400\\_repo_audit_cell02\\cell02_deep_audit_report.md""   } }",True,windows_absolute_path,C:\\Users\\Saif\\Desktop\\CSE400\\_repo_audit_cell02\\cell02_deep_audit_report.md,results/audit/cell02_deep_audit_summary.json,ALLOW_INTERNAL_REVIEW
_4cls.npy | seed_iv_subjects.npy | _best.pt | .pth/.pt | 02_deep_models.ipynb | C:\Users\Saif\Desktop\CSE400\C | C:\Users\Saif\Downloads\g2results\checkpoints | D:\Downloads,True,windows_user_path,C:\Users\Saif,results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
| _best.pt | .pth/.pt | 02_deep_models.ipynb | C:\Users\Saif\Desktop\CSE400\C | C:\Users\Saif\Downloads\g2results\checkpoints | D:\Downloads\archive\checkpoints | teacher_ba,True,windows_user_path,C:\Users\Saif,results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
baseline.pt | teacher_pretrained.pt | student_baseline.pt | copy_manifest.csv | C:\Users\Saif\Desktop\CSE400\C\checkpoints\all_model_weights | C:\Users\Saif\Desktop\CSE400 |,True,windows_user_path,C:\Users\Saif,results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
y_manifest.csv | C:\Users\Saif\Desktop\CSE400\C\checkpoints\all_model_weights | C:\Users\Saif\Desktop\CSE400 | C:\Users\Saif\Downloads | D:\Downloads | C:\Users\Saif\Desktop,True,windows_user_path,C:\Users\Saif,results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
Desktop\CSE400\C\checkpoints\all_model_weights | C:\Users\Saif\Desktop\CSE400 | C:\Users\Saif\Downloads | D:\Downloads | C:\Users\Saif\Desktop\CSE400\C\checkpoints | _best\.,True,windows_user_path,C:\Users\Saif,results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
ights | C:\Users\Saif\Desktop\CSE400 | C:\Users\Saif\Downloads | D:\Downloads | C:\Users\Saif\Desktop\CSE400\C\checkpoints | _best\.pt | pat.mat | NEW.mat | OLD.mat | M20_62,True,windows_user_path,C:\Users\Saif,results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
"orch | import os | import numpy | import scipy.io"",""pick_state, detect_family"",,C:\Users\Saif\Desktop\CSE400\C\webapp\neurosync_webapp\neurosync\models\checkpoints\M26_6ch_b",True,windows_user_path,C:\Users\Saif,results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
CSE400\C\webapp\neurosync_webapp\neurosync\models\checkpoints\M26_6ch_best.pt | C:\Users\Saif\Desktop\CSE400\C\data\SEED_IV\ExtractedFeatures | C:\Users\Saif\Desktop\CSE400\,True,windows_user_path,C:\Users\Saif,results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
6_6ch_best.pt | C:\Users\Saif\Desktop\CSE400\C\data\SEED_IV\ExtractedFeatures | C:\Users\Saif\Desktop\CSE400\C\webapp\neurosync_webapp\neurosync | sub001_ses01.npy | norm_62,True,windows_user_path,C:\Users\Saif,results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
"_model_id, standardize_channel_label, get_model_name, save_figure, save_table"",,C:\Users\Saif\Desktop\CSE400\C | classical_ml_summary.csv | deep_models_master_summary.csv | ",True,windows_user_path,C:\Users\Saif,results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
"book, join_cells, extract_model_block, extract_model_lines, preview_text_file"",,C:\Users\Saif\Desktop\CSE400\C | 02_deep_models.ipynb | 08_final_stats_and_figures.ipynb | 08",True,windows_user_path,C:\Users\Saif,results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
"    from scipy.stats import gaussian_kde"",""eda_done, mark_done, maybe_reshape"",,C:\Users\Saif\Desktop\CSE400\C | torch.backends.cuda.mat | seed_iv_X_62ch.npy | seed_iv_X_6ch",True,windows_user_path,C:\Users\Saif,results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
"ynb,21.51 KB,2,2,0,True,2,""import os | from pathlib import Path |  import os"",,,C:\Users\Saif\Desktop\CSE400\C | .pkl.pkl,,ok,,KEEP_AS_PROVENANCE_THEN_CLEAN_OR_CONVERT C\kno",True,windows_user_path,C:\Users\Saif,results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
"_file, should_skip_dir, notebook_summary, build_tree_text, walk_dir, md_table"",,C:\Users\Saif\Desktop\CSE400 | cell01_project_inventory.csv | cell01_project_inventory.json |",True,windows_user_path,C:\Users\Saif,results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
s_before_recovery_backup.csv | /tsne_sixpanel.png | figures/tsne_sixpanel.png | y:\n | /ablations/channel_ablation.csv | /channel_ablation.png | /ablations/calibration_shot_study.csv | /calibration_shot_study.png | /master_comparison.csv | /statistical/wilcoxon_results.csv | loso/dance_loso.csv | results/deep_models/all_dl.csv | tsne_sixpanel.png | /phaseC_results_report.json | phaseC_results_report.json | results/cross_dataset/cross_dataset_results.csv | figures/eda_overview.png | dance_student,True,windows_absolute_path,y:\n | /ablations/channel_ablation.csv | /channel_ablation.png | /ablations/calibration_shot_study.csv | /calibration_shot_study.png | /master_comparison.csv | /statistical/wilcoxon_results.csv | loso/dance_loso.csv | results/deep_models/all_dl.csv | tsne_sixpanel.png | /phaseC_results_report.json |,results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
_4cls.npy | seed_iv_subjects.npy | _best.pt | .pth/.pt | 02_deep_models.ipynb | C:\Users\Saif\Desktop\CSE400\C | C:\Users\Saif\Downloads\g2results\checkpoints | D:\Downloads\archive\checkpoints | teacher_baseline.pt | teacher_pretrained.pt | student_baseline.pt | copy_manifest.csv | C:\Users\Saif\Desktop\CSE400\C\checkpoints\all_model_weights | C:\Users\Saif\Desktop\CSE400 | C:\Users\Saif\Downloads | D:\Downloads | C:\Users\Saif\Desktop\CSE400\C\checkpoints | _best\.pt | pat.mat | NEW.mat | OLD.,True,windows_absolute_path,C:\Users\Saif\Desktop\CSE400\C | C:\Users\Saif\Downloads\g2results\checkpoints | D:\Downloads\archive\checkpoints | teacher_baseline.pt | teacher_pretrained.pt | student_baseline.pt | copy_manifest.csv | C:\Users\Saif\Desktop\CSE400\C\checkpoints\all_model_weights | C:\Users\Saif\Desktop\CSE400 | C:,results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
"orch | import os | import numpy | import scipy.io"",""pick_state, detect_family"",,C:\Users\Saif\Desktop\CSE400\C\webapp\neurosync_webapp\neurosync\models\checkpoints\M26_6ch_best.pt | C:\Users\Saif\Desktop\CSE400\C\data\SEED_IV\ExtractedFeatures | C:\Users\Saif\Desktop\CSE400\C\webapp\neurosync_webapp\neurosync | sub001_ses01.npy | norm_62ch.npz | manifest.json | z_score_saved_in_norm_stats/norm_62ch.npz | M11_62ch_best.pt | M25_62ch_best.pt,# NeuroSync — Data & Model Setup,ok,,KEEP_AS_PROVENANCE_",True,windows_absolute_path,C:\Users\Saif\Desktop\CSE400\C\webapp\neurosync_webapp\neurosync\models\checkpoints\M26_6ch_best.pt | C:\Users\Saif\Desktop\CSE400\C\data\SEED_IV\ExtractedFeatures | C:\Users\Saif\Desktop\CSE400\C\webapp\neurosync_webapp\neurosync | sub001_ses01.npy | norm_62ch.npz | manifest.json | z_score_saved_in,results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
"eep_models.ipynb | deep_models_master_summary.csv | deep_models_all_folds.csv | d:\n | /deep_models_all_folds.csv | \.json | pat.mat | sota_comparison_clisa_only_sorted.png | _class_prediction_check.png | t:\n | CLISA_62ch_loss_curve.png | wearable_plot1_6ch_leaderboard.png | wearable_plot3_classwise_recall_clisa_vs_dann.png,# 02 — Deep Learning Baselines (M11–M26) | ### CSE400C Phase C | SEED-IV | LOSO-15 × 3 seeds | 02_deep_models.ipynb | ## M11 — Shallow MLP | ## M12 — Deep MLP | ## M13 — LST",True,windows_absolute_path,"d:\n | /deep_models_all_folds.csv | \.json | pat.mat | sota_comparison_clisa_only_sorted.png | _class_prediction_check.png | t:\n | CLISA_62ch_loss_curve.png | wearable_plot1_6ch_leaderboard.png | wearable_plot3_classwise_recall_clisa_vs_dann.png,# 02 — Deep Learning Baselines (M11–M26) | ### CSE400",results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
"_model_id, standardize_channel_label, get_model_name, save_figure, save_table"",,C:\Users\Saif\Desktop\CSE400\C | classical_ml_summary.csv | deep_models_master_summary.csv | M25_62ch_summary.csv | M26_6ch_summary.csv | dance_loso.csv | phaseB_reproduce_results.csv | ablations_partial_summary.csv | table_5_1_classical_main.csv | table_5_2_deep_main.csv | table_5_3_dance_loso_verified.csv | table_5_3b_dance_reproduction.csv | table_5_4_ablations.csv | table_5_5_proto_gain.csv | table_5_6_channel_ef",True,windows_absolute_path,C:\Users\Saif\Desktop\CSE400\C | classical_ml_summary.csv | deep_models_master_summary.csv | M25_62ch_summary.csv | M26_6ch_summary.csv | dance_loso.csv | phaseB_reproduce_results.csv | ablations_partial_summary.csv | table_5_1_classical_main.csv | table_5_2_deep_main.csv | table_5_3_dance_loso_veri,results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
"book, join_cells, extract_model_block, extract_model_lines, preview_text_file"",,C:\Users\Saif\Desktop\CSE400\C | 02_deep_models.ipynb | 08_final_stats_and_figures.ipynb | 08_final_stats_and_figures_v2.ipynb | CSE400C_PhaseBC_Master.ipynb | seed_iv_X_62ch.npy | seed_iv_X_6ch.npy | seed_iv_y_4cls.npy | seed_iv_subjects.npy | deep_models_master_summary.csv | M25_62ch_summary.csv | M26_6ch_summary.csv | dance_loso.csv | phaseB_reproduce_results.csv | classical_ml_summary.csv | ablations_partial_summ",True,windows_absolute_path,C:\Users\Saif\Desktop\CSE400\C | 02_deep_models.ipynb | 08_final_stats_and_figures.ipynb | 08_final_stats_and_figures_v2.ipynb | CSE400C_PhaseBC_Master.ipynb | seed_iv_X_62ch.npy | seed_iv_X_6ch.npy | seed_iv_y_4cls.npy | seed_iv_subjects.npy | deep_models_master_summary.csv | M25_62ch_summary.csv |,results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
"    from scipy.stats import gaussian_kde"",""eda_done, mark_done, maybe_reshape"",,C:\Users\Saif\Desktop\CSE400\C | torch.backends.cuda.mat | seed_iv_X_62ch.npy | seed_iv_X_6ch.npy | seed_iv_y_4cls.npy | seed_iv_subjects.npy | seed_iv_session.npy | eda01_class_distribution.png | eda02_subject_window_count.png | eda03_band_channel_distributions.png | eda04_intersubject_variability.png | seed_iv_X_62ch_norm.npy | eda05_normalisation_comparison.png | seed_iv_channel_correlation.npy | eda06_channel_cor",True,windows_absolute_path,C:\Users\Saif\Desktop\CSE400\C | torch.backends.cuda.mat | seed_iv_X_62ch.npy | seed_iv_X_6ch.npy | seed_iv_y_4cls.npy | seed_iv_subjects.npy | seed_iv_session.npy | eda01_class_distribution.png | eda02_subject_window_count.png | eda03_band_channel_distributions.png | eda04_intersubject_variability.,results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
"_y_4cls.npy | /seed_iv_labels.npy | /seed_iv_subjects.npy | /seed_iv_subj.npy | d:\n | _ERROR.json,# 06 — EEG-GraphFormer (M27) + Graph-Distilled Student (M28) — v3 | ## ✅ After This Notebook Completes — Download Instructions,ok,,REVIEW_NOTEBOOK C\00b_eda_faced.ipynb,48.52 KB,13,12,1,True,12,import os | import numpy | impor",True,windows_absolute_path,"d:\n | _ERROR.json,# 06 — EEG-GraphFormer (M27) + Graph-Distilled Student (M28) — v3 | ## ✅ After This Notebook Completes — Download Instructions,ok,,REVIEW_NOTEBOOK",results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
"s.npy | faced_clips.npy | seed_iv_y_4cls.npy | faced01_class_distribution.png | y:\n | faced02_channel_layout.png | cross_dataset_channel_map.json | features/cross_dataset_channel_map.json | seed_iv_X_62ch.npy | faced03_band_alignment.png | seed_iv_subjects.npy | faced04_subject_variability.png | faced05_pca_domain_gap.png | mmd_faced_seediv.json | faced06_mmd.png | faced07_clip_distribution.png | 00c_phaseB_reproduce.ipynb,# `00b_eda_faced.ipynb` — Exploratory Data Analysis: FACED Dataset,ok,,K",True,windows_absolute_path,y:\n | faced02_channel_layout.png | cross_dataset_channel_map.json | features/cross_dataset_channel_map.json | seed_iv_X_62ch.npy | faced03_band_alignment.png | seed_iv_subjects.npy | faced04_subject_variability.png | faced05_pca_domain_gap.png | mmd_faced_seediv.json | faced06_mmd.png | faced07_cli,results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
"ynb,21.51 KB,2,2,0,True,2,""import os | from pathlib import Path |  import os"",,,C:\Users\Saif\Desktop\CSE400\C | .pkl.pkl,,ok,,KEEP_AS_PROVENANCE_THEN_CLEAN_OR_CONVERT C\knowledge-distillation.ipynb,16.50 KB,1,1,0,False,0,"" import os | import nump",True,windows_absolute_path,"C:\Users\Saif\Desktop\CSE400\C | .pkl.pkl,,ok,,KEEP_AS_PROVENANCE_THEN_CLEAN_OR_CONVERT",results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
"_file, should_skip_dir, notebook_summary, build_tree_text, walk_dir, md_table"",,C:\Users\Saif\Desktop\CSE400 | cell01_project_inventory.csv | cell01_project_inventory.json | cell01_summary.json,,ok,,LIKELY_EXCLUDE_OLD_MATERIAL ",True,windows_absolute_path,"C:\Users\Saif\Desktop\CSE400 | cell01_project_inventory.csv | cell01_project_inventory.json | cell01_summary.json,,ok,,LIKELY_EXCLUDE_OLD_MATERIAL",results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
lts.csv | master_summary.csv | deep_models_summary.csv | 02_deep_models.ipynb | /mnt/data/02_deep_models.ipynb | 08_final_stats_and_figures.ipynb | /mnt/data/08_final_stats_and_figures.ipynb,True,mnt_or_sandbox_path,/mnt/data/02_deep_models.ipynb,results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
"els.ipynb | /mnt/data/02_deep_models.ipynb | 08_final_stats_and_figures.ipynb | /mnt/data/08_final_stats_and_figures.ipynb | M25_62ch_summary.csv | M26_6ch_summary.csv,# 08 — Final Statistics & Paper-Re",True,mnt_or_sandbox_path,/mnt/data/08_final_stats_and_figures.ipynb,results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
