internal,kind,match,path,severity
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,results/audit/cell07_script_runs/cell07_github_readiness_report.md,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,results/audit/cell07_script_runs/cell07_github_readiness_report.md,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400\CLISA-EWU-reproducibility,results/audit/cell07_script_runs/generate_data_splits_stdout.txt,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,results/audit/cell07_script_runs/generate_data_splits_stdout.txt,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,results/audit/cell07_script_runs/generate_data_splits_stdout.txt,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400\CLISA-EWU-reproducibility,results/audit/cell07_script_runs/verify_repository_stdout.txt,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,results/audit/cell07_script_runs/verify_repository_stdout.txt,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,results/audit/cell07_script_runs/verify_repository_stdout.txt,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400\CLISA-EWU-reproducibility,results/audit/cell08_final_journal_neutrality/local_path_hits.csv,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,results/audit/cell08_final_journal_neutrality/local_path_hits.csv,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,results/audit/cell08_final_journal_neutrality/local_path_hits.csv,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400\CLISA-EWU-reproducibility,results/audit/cell08_final_journal_neutrality/script_runs.csv,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,results/audit/cell08_final_journal_neutrality/script_runs.csv,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,results/audit/cell08_final_journal_neutrality/script_runs.csv,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400\CLISA-EWU-reproducibility,results/audit/cell09_script_runs/generate_data_splits_stdout.txt,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,results/audit/cell09_script_runs/generate_data_splits_stdout.txt,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,results/audit/cell09_script_runs/generate_data_splits_stdout.txt,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400\CLISA-EWU-reproducibility,results/audit/cell09_script_runs/reproduce_tables_stdout.txt,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,results/audit/cell09_script_runs/reproduce_tables_stdout.txt,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,results/audit/cell09_script_runs/reproduce_tables_stdout.txt,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400\CLISA-EWU-reproducibility,results/audit/cell09_script_runs/verify_repository_stdout.txt,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,results/audit/cell09_script_runs/verify_repository_stdout.txt,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,results/audit/cell09_script_runs/verify_repository_stdout.txt,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400\CLISA-EWU-reproducibility,results/audit/cell09_script_runs/verify_results_stdout.txt,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,results/audit/cell09_script_runs/verify_results_stdout.txt,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,results/audit/cell09_script_runs/verify_results_stdout.txt,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400\CLISA-EWU-reproducibility,results/audit/verification/key_term_hits.csv,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,results/audit/verification/key_term_hits.csv,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,results/audit/verification/key_term_hits.csv,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,scripts/_raw_notebook_exports/00_eda_seediv.py,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,scripts/_raw_notebook_exports/00_eda_seediv.py,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:/Users/Saif/Desktop/CSE400,scripts/_raw_notebook_exports/03_5_and_04b_faced_models_kaggle_v2_Incomplete.py,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,scripts/_raw_notebook_exports/09_final_results_rebuild_verified.py,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,scripts/_raw_notebook_exports/09_final_results_rebuild_verified.py,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,scripts/_raw_notebook_exports/dataset.py,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,scripts/_raw_notebook_exports/dataset.py,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,scripts/_raw_notebook_exports/neurosync_data_setup.py,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,scripts/_raw_notebook_exports/neurosync_data_setup.py,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,scripts/_raw_notebook_exports/save_the_pts.py,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,scripts/_raw_notebook_exports/save_the_pts.py,ALLOW_INTERNAL_REVIEW
