internal,kind,match,path,severity
True,todo,placeholder,results/audit/verification/key_term_hits.csv,ALLOW_INTERNAL_REVIEW
True,todo,Placeholder,results/audit/verification/key_term_hits.csv,ALLOW_INTERNAL_REVIEW
True,todo,todo,results/audit/verification/key_term_hits.csv,ALLOW_INTERNAL_REVIEW
True,todo,Placeholder,results/audit/verification/key_term_hits.csv,ALLOW_INTERNAL_REVIEW
True,todo,placeholder,results/audit/verification/key_term_hits.csv,ALLOW_INTERNAL_REVIEW
True,todo,Placeholder,results/audit/verification/key_term_hits.csv,ALLOW_INTERNAL_REVIEW
True,todo,todo,results/audit/verification/key_term_hits.csv,ALLOW_INTERNAL_REVIEW
True,todo,Placeholder,results/audit/verification/key_term_hits.csv,ALLOW_INTERNAL_REVIEW
True,todo,placeholder,results/audit/verification/key_term_hits.csv,ALLOW_INTERNAL_REVIEW
True,todo,Placeholder,results/audit/verification/key_term_hits.csv,ALLOW_INTERNAL_REVIEW
True,todo,todo,results/audit/verification/key_term_hits.csv,ALLOW_INTERNAL_REVIEW
True,todo,Placeholder,results/audit/verification/key_term_hits.csv,ALLOW_INTERNAL_REVIEW
True,license_ref_tbd,LicenseRef-TBD,results/audit/verification/key_term_hits.csv,ALLOW_INTERNAL_REVIEW
True,license_ref_tbd,LicenseRef-TBD,results/audit/verification/key_term_hits.csv,ALLOW_INTERNAL_REVIEW
True,license_ref_tbd,LicenseRef-TBD,results/audit/verification/key_term_hits.csv,ALLOW_INTERNAL_REVIEW
True,license_ref_tbd,LicenseRef-TBD,results/audit/verification/key_term_hits.csv,ALLOW_INTERNAL_REVIEW
True,license_ref_tbd,LicenseRef-TBD,results/audit/verification/key_term_hits.csv,ALLOW_INTERNAL_REVIEW
True,license_ref_tbd,LicenseRef-TBD,results/audit/verification/key_term_hits.csv,ALLOW_INTERNAL_REVIEW
True,license_ref_tbd,LicenseRef-TBD,results/audit/verification/key_term_hits.csv,ALLOW_INTERNAL_REVIEW
True,license_ref_tbd,LicenseRef-TBD,results/audit/verification/key_term_hits.csv,ALLOW_INTERNAL_REVIEW
True,todo,placeholder,scripts/_raw_notebook_exports/00b_eda_faced.py,ALLOW_INTERNAL_REVIEW
True,todo,placeholder,scripts/_raw_notebook_exports/08_final_stats_and_figures_v2.py,ALLOW_INTERNAL_REVIEW
True,todo,Placeholder,scripts/_raw_notebook_exports/10_wearkd_seediv_calibrated_clip_loso.py,ALLOW_INTERNAL_REVIEW
True,todo,todo,scripts/_raw_notebook_exports/CSE400C_PhaseBC_Master.py,ALLOW_INTERNAL_REVIEW
True,todo,todo,scripts/_raw_notebook_exports/CSE400C_PhaseBC_Master.py,ALLOW_INTERNAL_REVIEW
