file,matched_term,row_index,row_text
results/aggregates/ablations/ablations_partial_33rows.csv,A16,31,A16 | 7 | 0.3681969394544245 | 0.3554240403187151 | 0.5136150234741784 | 0.5107759490512299
results/aggregates/ablations/ablations_partial_33rows.csv,A16,32,A16 | 21 | 0.4403193612774451 | 0.4068602005289904 | 0.5176391683433937 | 0.4957731998420998
results/aggregates/ablations/ablations_partial_salvaged.csv,A12,24,A12 | 1 | 0.3651363938789088 | 0.356102565068736 | 0.5551978537894031 | 0.5540054547222855
results/aggregates/ablations/ablations_partial_salvaged.csv,A12,25,A12 | 7 | 0.3664670658682635 | 0.3529314682281644 | 0.5110663983903421 | 0.5101864072559694
results/aggregates/ablations/ablations_partial_salvaged.csv,A12,26,A12 | 21 | 0.3944111776447105 | 0.3947570960444596 | 0.5099932930918847 | 0.5117666888946469
results/aggregates/ablations/ablations_partial_salvaged.csv,A13,27,A13 | 1 | 0.3580838323353293 | 0.350933528745236 | 0.5671361502347417 | 0.5662404999728943
results/aggregates/ablations/ablations_partial_salvaged.csv,A13,28,A13 | 7 | 0.3688622754491018 | 0.3529447466373206 | 0.5311871227364185 | 0.5281361295300824
results/aggregates/ablations/ablations_partial_salvaged.csv,A13,29,A13 | 21 | 0.3578176979374584 | 0.3586584366567679 | 0.4904091213950369 | 0.4924856768817519
results/aggregates/ablations/ablations_partial_salvaged.csv,A16,30,A16 | 1 | 0.3797737857618097 | 0.3684846888685318 | 0.541381623071764 | 0.5427138402345726
results/aggregates/ablations/ablations_partial_salvaged.csv,A16,31,A16 | 7 | 0.3681969394544245 | 0.3554240403187151 | 0.5136150234741784 | 0.5107759490512299
results/aggregates/ablations/ablations_partial_salvaged.csv,A16,32,A16 | 21 | 0.4403193612774451 | 0.4068602005289904 | 0.5176391683433937 | 0.4957731998420998
results/aggregates/ablations/ablations_partial_summary.csv,A13,3,A13 | 0.3615879352406299 | 0.0063011686202541 | 0.3541789040131082 | 0.0040076063780728 | 0.5295774647887325 | 0.0383888328511513 | 0.5289541021282429 | 0.0368842146680654
results/aggregates/ablations/ablations_partial_summary.csv,A12,7,A12 | 0.375338212463961 | 0.0165310668916249 | 0.36793037644712 | 0.0232866619990668 | 0.5254191817572099 | 0.0257946674672515 | 0.525319516957634 | 0.0248553131461359
results/aggregates/ablations/ablations_partial_summary.csv,A16,8,A16 | 0.396096695497893 | 0.0387329184169444 | 0.3769229765720791 | 0.0267361771541885 | 0.5242119382964453 | 0.0150048989315144 | 0.5164209963759675 | 0.0239740661880239
results/aggregates/ablations/ablations_recovery_progress.csv,A12,33,A12 | 1 | 0.3651363938789088 | 0.356102565068736 | 0.5551978537894031 | 0.5540054547222855
results/aggregates/ablations/ablations_recovery_progress.csv,A12,34,A12 | 7 | 0.3664670658682635 | 0.3529314682281644 | 0.5110663983903421 | 0.5101864072559694
results/aggregates/ablations/ablations_recovery_progress.csv,A12,35,A12 | 21 | 0.3944111776447105 | 0.3947570960444596 | 0.5099932930918847 | 0.5117666888946469
results/aggregates/ablations/ablations_recovery_progress.csv,A13,36,A13 | 1 | 0.3580838323353293 | 0.350933528745236 | 0.5671361502347417 | 0.5662404999728943
results/aggregates/ablations/ablations_recovery_progress.csv,A13,37,A13 | 7 | 0.3688622754491018 | 0.3529447466373206 | 0.5311871227364185 | 0.5281361295300824
results/aggregates/ablations/ablations_recovery_progress.csv,A13,38,A13 | 21 | 0.3578176979374584 | 0.3586584366567679 | 0.4904091213950369 | 0.4924856768817519
results/aggregates/ablations/ablations_recovery_progress.csv,A14,39,A14 | 1 | 0.3607451763140386 | 0.3607181349176943 | 0.5310529845741113 | 0.5344463476836494
results/aggregates/ablations/ablations_recovery_progress.csv,A14,40,A14 | 7 | 0.3457085828343313 | 0.3425974074000529 | 0.4768611670020121 | 0.4737103824479401
results/aggregates/ablations/ablations_recovery_progress.csv,A14,41,A14 | 21 | 0.3747172322022621 | 0.3727939633044516 | 0.4678739101274312 | 0.4496151446157125
results/aggregates/ablations/ablations_recovery_progress.csv,A16,45,A16 | 1 | 0.3797737857618097 | 0.3684846888685318 | 0.541381623071764 | 0.5427138402345726
results/aggregates/ablations/ablations_recovery_progress.csv,A16,46,A16 | 7 | 0.3681969394544245 | 0.3554240403187151 | 0.5136150234741784 | 0.5107759490512299
results/aggregates/ablations/ablations_recovery_progress.csv,A16,47,A16 | 21 | 0.4403193612774451 | 0.4068602005289904 | 0.5176391683433937 | 0.4957731998420998
results/aggregates/deep_models/all_dl.csv,M20,18,M20 | 62ch | 1 | 1 | 0.3704590818363273 | 0.3421264737975564 | 0.3670020120724346 | 0.3379457728189866
results/aggregates/deep_models/all_dl.csv,M20,19,M20 | 6ch | 1 | 1 | 0.4646706586826347 | 0.4377745960788477 | 0.4712273641851107 | 0.4454974082127602
results/aggregates/deep_models/all_dl.csv,M20,38,M20 | 62ch | 1 | 2 | 0.4674650698602794 | 0.4648195007641502 | 0.4772635814889336 | 0.4767148746583911
results/aggregates/deep_models/all_dl.csv,M20,39,M20 | 6ch | 1 | 2 | 0.3273453093812375 | 0.3399986361904212 | 0.3436619718309859 | 0.3549005307137017
results/aggregates/deep_models/all_dl.csv,M20,58,M20 | 62ch | 1 | 3 | 0.3465069860279441 | 0.339396681298805 | 0.3505030181086519 | 0.3426078077906471
results/aggregates/deep_models/all_dl.csv,M20,59,M20 | 6ch | 1 | 3 | 0.3576846307385229 | 0.3481262714658497 | 0.3750503018108652 | 0.3622551028354985
results/aggregates/deep_models/all_dl.csv,M20,78,M20 | 62ch | 1 | 4 | 0.3880239520958083 | 0.3468735059760568 | 0.3951710261569416 | 0.3516961512479269
results/aggregates/deep_models/all_dl.csv,M20,79,M20 | 6ch | 1 | 4 | 0.5093812375249501 | 0.4644611590471406 | 0.4651911468812877 | 0.4304844633885236
results/aggregates/deep_models/all_dl.csv,M20,98,M20 | 62ch | 1 | 5 | 0.38562874251497 | 0.3313748936578991 | 0.3818913480885312 | 0.3409482563492028
results/aggregates/deep_models/all_dl.csv,M20,99,M20 | 6ch | 1 | 5 | 0.3936127744510978 | 0.3553045508090776 | 0.36579476861167 | 0.3074243137296738
results/aggregates/deep_models/all_dl.csv,M20,118,M20 | 62ch | 1 | 6 | 0.1892215568862275 | 0.1922815213155246 | 0.1959758551307847 | 0.2068095263724334
results/aggregates/deep_models/all_dl.csv,M20,119,M20 | 6ch | 1 | 6 | 0.3796407185628742 | 0.3838202369379989 | 0.386317907444668 | 0.3876625156777503
results/aggregates/deep_models/all_dl.csv,M20,138,M20 | 62ch | 1 | 7 | 0.5481037924151697 | 0.5405423358884516 | 0.5601609657947686 | 0.5473246108898591
results/aggregates/deep_models/all_dl.csv,M20,139,M20 | 6ch | 1 | 7 | 0.3968063872255489 | 0.4060935992862183 | 0.4152917505030181 | 0.4230416202481728
results/aggregates/deep_models/all_dl.csv,M20,158,M20 | 62ch | 1 | 8 | 0.3636726546906187 | 0.3501425066012995 | 0.3621730382293762 | 0.3473826700325756
results/aggregates/deep_models/all_dl.csv,M20,159,M20 | 6ch | 1 | 8 | 0.4 | 0.3828367670797557 | 0.4257545271629778 | 0.4088960485310638
results/aggregates/deep_models/all_dl.csv,M20,178,M20 | 62ch | 1 | 9 | 0.4854291417165668 | 0.47936036020712 | 0.4917505030181086 | 0.4862452512629724
results/aggregates/deep_models/all_dl.csv,M20,179,M20 | 6ch | 1 | 9 | 0.3413173652694611 | 0.3432251229811018 | 0.3814889336016097 | 0.3707908995839161
results/aggregates/deep_models/all_dl.csv,M20,198,M20 | 62ch | 1 | 10 | 0.4135728542914171 | 0.4089710782904668 | 0.4132796780684105 | 0.4109941177637554
results/aggregates/deep_models/all_dl.csv,M20,199,M20 | 6ch | 1 | 10 | 0.3780439121756487 | 0.3539053523570765 | 0.3951710261569416 | 0.3745234421312133
results/aggregates/deep_models/all_dl.csv,M20,218,M20 | 62ch | 1 | 11 | 0.3285429141716567 | 0.3147040217435156 | 0.3609657947686117 | 0.348913555430175
results/aggregates/deep_models/all_dl.csv,M20,219,M20 | 6ch | 1 | 11 | 0.3768463073852295 | 0.3323836791531786 | 0.3649899396378269 | 0.3123098592400275
results/aggregates/deep_models/all_dl.csv,M20,238,M20 | 62ch | 1 | 12 | 0.3493013972055888 | 0.3373405181218075 | 0.3440643863179074 | 0.3321539388002898
results/aggregates/deep_models/all_dl.csv,M20,239,M20 | 6ch | 1 | 12 | 0.3389221556886228 | 0.3339873097338 | 0.3629778672032193 | 0.3573129186653155
results/aggregates/deep_models/all_dl.csv,M20,258,M20 | 62ch | 1 | 13 | 0.281437125748503 | 0.2818826758830954 | 0.2853118712273642 | 0.285440492602564
results/aggregates/deep_models/all_dl.csv,M20,259,M20 | 6ch | 1 | 13 | 0.3588822355289421 | 0.3399028181193479 | 0.3818913480885312 | 0.3652390332939126
results/aggregates/deep_models/all_dl.csv,M20,278,M20 | 62ch | 1 | 14 | 0.4211576846307385 | 0.4242691089476793 | 0.4257545271629778 | 0.4283445156478134
results/aggregates/deep_models/all_dl.csv,M20,279,M20 | 6ch | 1 | 14 | 0.3560878243512974 | 0.3273898716281664 | 0.3818913480885312 | 0.3451311287423299
results/aggregates/deep_models/all_dl.csv,M20,298,M20 | 62ch | 1 | 15 | 0.4994011976047904 | 0.4707265506502459 | 0.5303822937625755 | 0.5130380365992745
results/aggregates/deep_models/all_dl.csv,M20,299,M20 | 6ch | 1 | 15 | 0.4107784431137724 | 0.4000483330152234 | 0.482897384305835 | 0.4864947099335451
results/aggregates/deep_models/all_dl.csv,M20,318,M20 | 62ch | 7 | 1 | 0.4159680638722555 | 0.4132067690845242 | 0.393963782696177 | 0.3936214930320519
results/aggregates/deep_models/all_dl.csv,M20,319,M20 | 6ch | 7 | 1 | 0.4295409181636727 | 0.4123458421907817 | 0.4028169014084507 | 0.3957736402432095
results/aggregates/deep_models/all_dl.csv,M20,338,M20 | 62ch | 7 | 2 | 0.5333333333333333 | 0.5310894452386564 | 0.5488933601609658 | 0.5485113619213323
results/aggregates/deep_models/all_dl.csv,M20,339,M20 | 6ch | 7 | 2 | 0.3776447105788423 | 0.3682035002230488 | 0.3851106639839034 | 0.3829312282969812
results/aggregates/deep_models/all_dl.csv,M20,358,M20 | 62ch | 7 | 3 | 0.4011976047904191 | 0.374478511513749 | 0.4334004024144869 | 0.4060260534787311
results/aggregates/deep_models/all_dl.csv,M20,359,M20 | 6ch | 7 | 3 | 0.3548902195608782 | 0.3490044368559128 | 0.3810865191146881 | 0.3743245757015396
results/aggregates/deep_models/all_dl.csv,M20,378,M20 | 62ch | 7 | 4 | 0.456686626746507 | 0.432660562408902 | 0.4696177062374245 | 0.4376763403801254
results/aggregates/deep_models/all_dl.csv,M20,379,M20 | 6ch | 7 | 4 | 0.3568862275449102 | 0.3475561125293732 | 0.358148893360161 | 0.3487763554426211
results/aggregates/deep_models/all_dl.csv,M20,398,M20 | 62ch | 7 | 5 | 0.4950099800399201 | 0.4782799882602023 | 0.3738430583501006 | 0.37051755090679
results/aggregates/deep_models/all_dl.csv,M20,399,M20 | 6ch | 7 | 5 | 0.4115768463073852 | 0.3780905081295923 | 0.3851106639839034 | 0.3549792606759241
results/aggregates/deep_models/all_dl.csv,M20,418,M20 | 62ch | 7 | 6 | 0.2510978043912175 | 0.254742363489866 | 0.2325955734406438 | 0.2333134676880738
results/aggregates/deep_models/all_dl.csv,M20,419,M20 | 6ch | 7 | 6 | 0.3872255489021956 | 0.3865001560772063 | 0.4088531187122736 | 0.4106176386128988
results/aggregates/deep_models/all_dl.csv,M20,438,M20 | 62ch | 7 | 7 | 0.4942115768463074 | 0.4818633972651991 | 0.4993963782696177 | 0.4831261013154106
results/aggregates/deep_models/all_dl.csv,M20,439,M20 | 6ch | 7 | 7 | 0.3417165668662674 | 0.3460550969720495 | 0.3911468812877263 | 0.4011872922067946
results/aggregates/deep_models/all_dl.csv,M20,458,M20 | 62ch | 7 | 8 | 0.4399201596806387 | 0.406811661236248 | 0.4454728370221328 | 0.4188864168018397
results/aggregates/deep_models/all_dl.csv,M20,459,M20 | 6ch | 7 | 8 | 0.3748502994011976 | 0.3403681512158641 | 0.400804828973843 | 0.3664614314170706
results/aggregates/deep_models/all_dl.csv,M20,478,M20 | 62ch | 7 | 9 | 0.4119760479041916 | 0.4012220340670468 | 0.4156941649899396 | 0.4067366599989889
results/aggregates/deep_models/all_dl.csv,M20,479,M20 | 6ch | 7 | 9 | 0.5465069860279441 | 0.5263691001658053 | 0.5154929577464789 | 0.5041264430001511
results/aggregates/deep_models/all_dl.csv,M20,498,M20 | 62ch | 7 | 10 | 0.336127744510978 | 0.3334542858310116 | 0.358953722334004 | 0.3580631188427492
results/aggregates/deep_models/all_dl.csv,M20,499,M20 | 6ch | 7 | 10 | 0.3025948103792415 | 0.2707055041823596 | 0.3082494969818913 | 0.2749161390512721
results/aggregates/deep_models/all_dl.csv,M20,518,M20 | 62ch | 7 | 11 | 0.3752495009980039 | 0.3584747766779129 | 0.4016096579476861 | 0.3796160008164289
results/aggregates/deep_models/all_dl.csv,M20,519,M20 | 6ch | 7 | 11 | 0.4103792415169661 | 0.3973494889531976 | 0.4048289738430583 | 0.3921937436683095
results/aggregates/deep_models/all_dl.csv,M20,538,M20 | 62ch | 7 | 12 | 0.405189620758483 | 0.4014006182780406 | 0.4535211267605634 | 0.4471688289051289
results/aggregates/deep_models/all_dl.csv,M20,539,M20 | 6ch | 7 | 12 | 0.3033932135728543 | 0.2957390761538264 | 0.2997987927565392 | 0.293525268569757
results/aggregates/deep_models/all_dl.csv,M20,558,M20 | 62ch | 7 | 13 | 0.4127744510978044 | 0.3844951691109386 | 0.4382293762575452 | 0.412381530264869
results/aggregates/deep_models/all_dl.csv,M20,559,M20 | 6ch | 7 | 13 | 0.2734530938123752 | 0.2627437561608298 | 0.2635814889336016 | 0.249094156326504
results/aggregates/deep_models/all_dl.csv,M20,578,M20 | 62ch | 7 | 14 | 0.4235528942115768 | 0.4122567579088869 | 0.4245472837022133 | 0.4170558645885062
results/aggregates/deep_models/all_dl.csv,M20,579,M20 | 6ch | 7 | 14 | 0.3720558882235529 | 0.3677821617068526 | 0.3855130784708249 | 0.382428552600687
results/aggregates/deep_models/all_dl.csv,M20,598,M20 | 62ch | 7 | 15 | 0.4586826347305389 | 0.4412844584494733 | 0.4655935613682092 | 0.4459633735593959
results/aggregates/deep_models/all_dl.csv,M20,599,M20 | 6ch | 7 | 15 | 0.5021956087824351 | 0.4984039182292092 | 0.5340040241448692 | 0.5339816054294461
results/aggregates/deep_models/all_dl.csv,M20,618,M20 | 62ch | 21 | 1 | 0.3053892215568862 | 0.2862421857916337 | 0.311066398390342 | 0.2891702212934365
results/aggregates/deep_models/all_dl.csv,M20,619,M20 | 6ch | 21 | 1 | 0.4203592814371257 | 0.4072653582013678 | 0.4587525150905432 | 0.4500913945568095
results/aggregates/deep_models/all_dl.csv,M20,638,M20 | 62ch | 21 | 2 | 0.4063872255489022 | 0.404191083781323 | 0.4012072434607646 | 0.3987112364468306
results/aggregates/deep_models/all_dl.csv,M20,639,M20 | 6ch | 21 | 2 | 0.2842315369261477 | 0.2904191394374241 | 0.2945674044265594 | 0.3007633021958873
results/aggregates/deep_models/all_dl.csv,M20,658,M20 | 62ch | 21 | 3 | 0.3548902195608782 | 0.3494894014407234 | 0.3738430583501006 | 0.3672361950629435
results/aggregates/deep_models/all_dl.csv,M20,659,M20 | 6ch | 21 | 3 | 0.3269461077844311 | 0.3115960021310382 | 0.4056338028169014 | 0.3789913757541085
results/aggregates/deep_models/all_dl.csv,M20,678,M20 | 62ch | 21 | 4 | 0.3980039920159681 | 0.3930405404630758 | 0.3895372233400402 | 0.3848894682877546
results/aggregates/deep_models/all_dl.csv,M20,679,M20 | 6ch | 21 | 4 | 0.4099800399201597 | 0.3814936638659418 | 0.414486921529175 | 0.3813383730497898
results/aggregates/deep_models/all_dl.csv,M20,698,M20 | 62ch | 21 | 5 | 0.4327345309381237 | 0.4179944482450124 | 0.4277665995975855 | 0.3842577799445962
results/aggregates/deep_models/all_dl.csv,M20,699,M20 | 6ch | 21 | 5 | 0.3389221556886228 | 0.3084537208932766 | 0.3734406438631791 | 0.3329340659191847
results/aggregates/deep_models/all_dl.csv,M20,718,M20 | 62ch | 21 | 6 | 0.217564870259481 | 0.2116235094860517 | 0.2716297786720322 | 0.2523947159407905
results/aggregates/deep_models/all_dl.csv,M20,719,M20 | 6ch | 21 | 6 | 0.3656686626746507 | 0.3722549654560478 | 0.3971830985915493 | 0.3938960631616481
results/aggregates/deep_models/all_dl.csv,M20,738,M20 | 62ch | 21 | 7 | 0.493812375249501 | 0.4864987284366235 | 0.5050301810865191 | 0.4974941516213295
results/aggregates/deep_models/all_dl.csv,M20,739,M20 | 6ch | 21 | 7 | 0.4303393213572854 | 0.4236730057226355 | 0.4346076458752515 | 0.4277629242266102
results/aggregates/deep_models/all_dl.csv,M20,758,M20 | 62ch | 21 | 8 | 0.4231536926147705 | 0.4084672613887935 | 0.4663983903420523 | 0.44804934323571
results/aggregates/deep_models/all_dl.csv,M20,759,M20 | 6ch | 21 | 8 | 0.3740518962075848 | 0.3563667293770557 | 0.380281690140845 | 0.3662402125047112
results/aggregates/deep_models/all_dl.csv,M20,778,M20 | 62ch | 21 | 9 | 0.412375249500998 | 0.3986297930998903 | 0.4140845070422535 | 0.4118890735143917
results/aggregates/deep_models/all_dl.csv,M20,779,M20 | 6ch | 21 | 9 | 0.4395209580838323 | 0.4192031864267259 | 0.4317907444668008 | 0.4232276845522515
results/aggregates/deep_models/all_dl.csv,M20,798,M20 | 62ch | 21 | 10 | 0.449500998003992 | 0.4488719553267208 | 0.4362173038229376 | 0.4375835708315643
results/aggregates/deep_models/all_dl.csv,M20,799,M20 | 6ch | 21 | 10 | 0.3648702594810379 | 0.3479492271549517 | 0.3678068410462776 | 0.350546555658954
results/aggregates/deep_models/all_dl.csv,M20,818,M20 | 62ch | 21 | 11 | 0.3508982035928144 | 0.3366595588245351 | 0.3605633802816901 | 0.3447035692949913
results/aggregates/deep_models/all_dl.csv,M20,819,M20 | 6ch | 21 | 11 | 0.3764471057884231 | 0.3328040427315937 | 0.3762575452716298 | 0.3328134477913199
results/aggregates/deep_models/all_dl.csv,M20,838,M20 | 62ch | 21 | 12 | 0.3201596806387226 | 0.3122487877926162 | 0.3645875251509054 | 0.3575022905457088
results/aggregates/deep_models/all_dl.csv,M20,839,M20 | 6ch | 21 | 12 | 0.3093812375249501 | 0.3045657223136054 | 0.3175050301810865 | 0.3110467028447899
results/aggregates/deep_models/all_dl.csv,M20,858,M20 | 62ch | 21 | 13 | 0.325748502994012 | 0.3101736404896431 | 0.3517102615694165 | 0.3427406428449581
results/aggregates/deep_models/all_dl.csv,M20,859,M20 | 6ch | 21 | 13 | 0.2870259481037924 | 0.2842058070426582 | 0.2663983903420523 | 0.2638507117396287
results/aggregates/deep_models/all_dl.csv,M20,878,M20 | 62ch | 21 | 14 | 0.4035928143712575 | 0.3958756507054085 | 0.421327967806841 | 0.4123054207079805
results/aggregates/deep_models/all_dl.csv,M20,879,M20 | 6ch | 21 | 14 | 0.4207584830339321 | 0.4046151398196259 | 0.4225352112676056 | 0.4081657167488655
results/aggregates/deep_models/all_dl.csv,M20,898,M20 | 62ch | 21 | 15 | 0.4283433133732535 | 0.4179639450715561 | 0.4366197183098591 | 0.4270100657661937
results/aggregates/deep_models/all_dl.csv,M20,899,M20 | 6ch | 21 | 15 | 0.3373253493013972 | 0.3199264785854889 | 0.3766599597585513 | 0.3579820562548507
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,90,nan | nan | nan | nan | nan | 1.0 | 1.0 | nan | nan | M01_LDA_faced_30ch | 0.4274553571428571 | 0.372735408416225 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,91,nan | nan | nan | nan | nan | 1.0 | 2.0 | nan | nan | M01_LDA_faced_30ch | 0.4151785714285714 | 0.3786616754019914 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,92,nan | nan | nan | nan | nan | 1.0 | 3.0 | nan | nan | M01_LDA_faced_30ch | 0.3761160714285714 | 0.3237591305042687 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,93,nan | nan | nan | nan | nan | 1.0 | 4.0 | nan | nan | M01_LDA_faced_30ch | 0.3705357142857143 | 0.3371459607844203 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,94,nan | nan | nan | nan | nan | 1.0 | 5.0 | nan | nan | M01_LDA_faced_30ch | 0.421875 | 0.3961909539439495 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,95,nan | nan | nan | nan | nan | 1.0 | 6.0 | nan | nan | M01_LDA_faced_30ch | 0.5089285714285714 | 0.4666558114936775 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,96,nan | nan | nan | nan | nan | 1.0 | 7.0 | nan | nan | M01_LDA_faced_30ch | 0.4430803571428571 | 0.3914082412914189 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,97,nan | nan | nan | nan | nan | 1.0 | 8.0 | nan | nan | M01_LDA_faced_30ch | 0.3705357142857143 | 0.3264904788438907 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,98,nan | nan | nan | nan | nan | 1.0 | 9.0 | nan | nan | M01_LDA_faced_30ch | 0.5290178571428571 | 0.4964931619970935 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,99,nan | nan | nan | nan | nan | 1.0 | 10.0 | nan | nan | M01_LDA_faced_30ch | 0.4296875 | 0.3538900048709515 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
results/aggregates/deep_models_seediv/deep_models_all_folds.csv,FACED,100,nan | nan | nan | nan | nan | 1.0 | 100.0 | nan | nan | M01_LDA_faced_30ch | 0.3705357142857143 | 0.3061205873560469 | 896.0 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
